		1.61676E+12	OBD	FUL	VIN	OAL	EGT	EVT				
*TS1430	866758049135151	1618124146413	GPS:3;N36.737214;E10.216017;12;48;0.93	STT:A42;0	MGR:52369	ADC:0;13.85;1;47.42;2;3.94	OBD:31058A410C179E310D0C41311957	FUL1:36633				
*TS1431	866758049135151	1618125146513	GPS:3;N36.737250;E10.216062;8;42;0.93	STT:A42;0	MGR:52375	ADC:0;13.84;1;47.42;2;3.94	OBD:31058A410C179E310D0C41311957	FUL1:36637				
*TS1432	866758049135151	1618126146613	GPS:3;N36.737287;E10.216096;10;35;0.93	STT:A42;0	MGR:52381	ADC:0;13.79;1;47.60;2;3.94	OBD:31058A410C179E310D0C41311957	FUL1:36643				
*TS1433	866758049135151	1618127146713	GPS:3;N36.737314;E10.216115;12;29;0.93	STT:A42;0	MGR:52384	ADC:0;13.80;1;47.60;2;3.93	OBD:31058B410C1B22310D0D41311957	FUL1:36647				
*TS1434	866758049135151	1618128146813	GPS:3;N36.737485;E10.216237;17;33;0.93	STT:A42;0	MGR:52407	ADC:0;13.80;1;47.60;2;3.94	OBD:31058B410C1EE6310D1041311957	FUL1:36677				
*TS1435	866758049135151	1618129146913	GPS:3;N36.737525;E10.216275;21;40;0.93	STT:A42;0	MGR:52413	ADC:0;13.74;1;47.60;2;3.94	OBD:31058B410C1EE6310D1041311957	FUL1:36685				
*TS1436	866758049135151	1618130147013	GPS:3;N36.737565;E10.216326;23;47;0.93	STT:A42;0	MGR:52420	ADC:0;13.59;1;47.60;2;3.94	OBD:31058B410C1EE6310D1041311957	FUL1:36693				
*TS1437	866758049135151	1618131147113	GPS:3;N36.737603;E10.216385;24;53;0.93	STT:A42;0	MGR:52427	ADC:0;13.71;1;47.62;2;3.93	OBD:31058B410C1EE6310D1041311957	FUL1:36695				
*TS1438	866758049135151	1618132147213	GPS:3;N36.737666;E10.216501;21;58;0.93	STT:A42;0	MGR:52441	ADC:0;13.71;1;47.60;2;3.94	OBD:31058B410C1800310D1641311957	FUL1:36699				
*TS1439	866758049135151	1618133147313	GPS:3;N36.737740;E10.216664;17;63;0.93	STT:A42;0	MGR:52459	ADC:0;13.70;1;47.60;2;3.94	OBD:31058B410C1800310D1641311957	FUL1:36714				
*TS1440	866758049135151	1618134147413	GPS:3;N36.737829;E10.216883;14;64;0.93	STT:A42;0	MGR:52482	ADC:0;13.59;1;47.60;2;3.94	OBD:31058B410C108A310D0F41311957	FUL1:36721				
*TS1441	866758049135151	1618135147513	GPS:3;N36.737898;E10.217070;14;65;0.93	STT:A42;0	MGR:52502	ADC:0;13.54;1;47.60;2;3.94	OBD:31058B410C0E18310D0C41311957	FUL1:36733				
*TS1442	866758049135151	1618136147613	GPS:3;N36.737974;E10.217281;16;66;0.93	STT:A42;0	MGR:52523	ADC:0;13.49;1;47.81;2;3.94	OBD:31058B410C1038310D0F41311957	FUL1:36756				
*TS1443	866758049135151	1618137147713	GPS:3;N36.738057;E10.217493;16;62;0.93	STT:A42;0	MGR:52545	ADC:0;13.64;1;47.60;2;3.94	OBD:31058C410C0E7C310D0D41311957	FUL1:36766				
*TS1444	866758049135151	1618138147813	GPS:3;N36.738156;E10.217736;20;65;0.93	STT:A42;0	MGR:52571	ADC:0;13.76;1;47.81;2;3.94	OBD:31058C410C112C310D1041311957	FUL1:36785				
*TS1445	866758049135151	1618139147913	GPS:3;N36.738266;E10.218014;21;64;1.11	STT:A42;0	MGR:52601	ADC:0;13.73;1;47.79;2;3.94	OBD:31058C410C14A6310D1341311957	FUL1:36801				
*TS1446	866758049135151	1618140148013	GPS:3;N36.738399;E10.218362;28;66;0.93	STT:A42;0	MGR:52637	ADC:0;13.77;1;47.60;2;3.94	OBD:31058D410C18F8310D1741311957	FUL1:36813				
*TS1447	866758049135151	1618141148113	GPS:3;N36.738560;E10.218783;32;64;0.93	STT:A42;0	MGR:52680	ADC:0;13.72;1;47.81;2;3.94	OBD:31058D410C1D94310D1C41311957	FUL1:36828				
*TS1448	866758049135151	1618142148213	GPS:3;N36.738725;E10.219228;27;67;0.93	STT:A42;0	MGR:52727	ADC:0;13.66;1;47.81;2;3.94	OBD:31058D410C2338310D2141311957	FUL1:36840				
*TS1449	866758049135151	1618143148313	GPS:3;N36.738903;E10.219738;43;66;0.99	STT:A42;0	MGR:52771	ADC:0;13.47;1;47.99;2;3.94	OBD:31058C410C263E310D2541311957	FUL1:36882				
*TS1450	866758049135151	1618144148413	GPS:3;N36.739152;E10.220383;49;62;0.93	STT:A42;0	MGR:52837	ADC:0;13.72;1;47.99;2;3.94	OBD:31058C410C1F54310D2D41311957	FUL1:36912				
*TS1451	866758049135151	1618145148513	GPS:3;N36.739461;E10.221135;56;63;0.93	STT:A42;0	MGR:52916	ADC:0;13.73;1;47.99;2;3.94	OBD:31058C410C257C310D3641311957	FUL1:36954				
*TS1452	866758049135151	1618146148613	GPS:3;N36.739773;E10.221953;59;66;0.93	STT:A42;0	MGR:53001	ADC:0;13.63;1;47.99;2;3.94	OBD:31058B410C2892310D3A41311958	FUL1:36981				
*TS1453	866758049135151	1618147148713	GPS:3;N36.740062;E10.222812;59;67;0.93	STT:A42;0	MGR:53088	ADC:0;13.58;1;47.99;2;3.94	OBD:31058A410C1DF0310D3B41311958	FUL1:37024				
*TS1454	866758049135151	1618148148813	GPS:3;N36.740369;E10.223774;71;68;0.93	STT:A42;0	MGR:53185	ADC:0;13.55;1;48.18;2;3.94	OBD:31058A410C215A310D3F41311958	FUL1:37092				
*TS1455	866758049135151	1618149148913	GPS:3;N36.740684;E10.224844;74;69;0.93	STT:A42;0	MGR:53292	ADC:0;13.56;1;48.18;2;3.94	OBD:310588410C26FE310D4A41311958	FUL1:37146				
*TS1456	866758049135151	1618150149013	GPS:3;N36.741017;E10.225959;74;69;0.93	STT:A42;0	MGR:53402	ADC:0;13.58;1;48.18;2;3.95	OBD:310588410C2014310D4C41311958	FUL1:37205				
*TS1457	866758049135151	1618151149113	GPS:3;N36.741352;E10.227022;72;68;0.93	STT:A42;0	MGR:53509	ADC:0;13.60;1;48.57;2;3.94	OBD:310586410C1F0C310D4A41311958	FUL1:37251				
*TS1458	866758049135151	1618152149213	GPS:3;N36.741522;E10.227648;70;73;0.93	STT:A42;0	MGR:53571	ADC:0;13.64;1;48.18;2;3.95	OBD:310585410C1DA8310D4641311958	FUL1:37275				
*TS1459	866758049135151	1618153149313	GPS:3;N36.741792;E10.228657;66;68;0.93	STT:A42;0	MGR:53671	ADC:0;13.66;1;48.37;2;3.95	OBD:310584410C1CB8310D4441311958	FUL1:37305				
*TS1460	866758049135151	1618154149413	GPS:3;N36.741995;E10.229205;63;63;0.93	STT:A42;0	MGR:53728	ADC:0;13.49;1;48.37;2;3.95	OBD:310582410C1AB6310D3F41311958	FUL1:37320				
*TS1461	866758049135151	1618155149513	GPS:3;N36.742359;E10.230101;65;63;0.94	STT:A42;0	MGR:53823	ADC:0;13.50;1;48.37;2;3.95	OBD:310582410C1AB6310D3F41311958	FUL1:37363				
*TS1462	866758049135151	1618156149613	GPS:3;N36.742733;E10.230992;64;62;1.11	STT:A42;0	MGR:53918	ADC:0;13.55;1;48.37;2;3.95	OBD:310582410C1B3E310D4041311958	FUL1:37392				
*TS1463	866758049135151	1618157149713	GPS:3;N36.742897;E10.231338;65;57;1.11	STT:A42;0	MGR:53956	ADC:0;13.60;1;48.37;2;3.95	OBD:310582410C1B3E310D4041311958	FUL1:37412				
*TS1464	866758049135151	1618158149813	GPS:3;N36.743380;E10.232174;67;53;1.11	STT:A42;0	MGR:54052	ADC:0;13.73;1;48.37;2;3.95	OBD:310582410C1BFE310D4241311959	FUL1:37461				
*TS1465	866758049135151	1618159149913	GPS:3;N36.743889;E10.233025;68;53;1.16	STT:A42;0	MGR:54152	ADC:0;13.78;1;48.55;2;3.95	OBD:310582410C1CCE310D4441311959	FUL1:37488				
*TS1466	866758049135151	1618160150013	GPS:3;N36.744401;E10.233891;69;53;1.13	STT:A42;0	MGR:54252	ADC:0;13.73;1;48.55;2;3.95	OBD:310582410C1D06310D4541311959	FUL1:37519				
*TS1467	866758049135151	1618161150113	GPS:3;N36.744922;E10.234771;72;53;1.13	STT:A42;0	MGR:54354	ADC:0;13.80;1;48.74;2;3.95	OBD:310582410C1D80310D4641311959	FUL1:37552				
*TS1468	866758049135151	1618162150213	GPS:3;N36.745486;E10.235701;77;52;1.11	STT:A42;0	MGR:54462	ADC:0;13.78;1;48.55;2;3.95	OBD:310582410C203A310D4C41311959	FUL1:37575				
*TS1469	866758049135151	1618163150314	GPS:3;N36.746120;E10.236631;78;46;1.11	STT:A42;0	MGR:54577	ADC:0;13.81;1;48.74;2;3.95	OBD:310582410C2122310D4E41311959	FUL1:37615				
*TS1470	866758049135151	1618164150414	GPS:3;N36.746680;E10.237298;75;40;1.11	STT:A42;0	MGR:54667	ADC:0;13.88;1;48.94;2;3.95	OBD:310582410C200A310D4C41311959	FUL1:37638				
*TS1471	866758049135151	1618165150514	GPS:3;N36.747412;E10.238018;72;37;1.11	STT:A42;0	MGR:54776	ADC:0;13.89;1;48.74;2;3.95	OBD:310582410C1EA0310D4841311959	FUL1:37664				
*TS1472	866758049135151	1618166150614	GPS:3;N36.748106;E10.238735;66;42;1.11	STT:A42;0	MGR:54880	ADC:0;13.84;1;48.92;2;3.95	OBD:310582410C1DCE310D4541311959	FUL1:37683				
*TS1473	866758049135151	1618167150714	GPS:3;N36.748624;E10.239369;54;45;1.16	STT:A42;0	MGR:54966	ADC:0;13.81;1;48.92;2;3.95	OBD:310582410C16FA310D3641311959	FUL1:37698				
*TS1474	866758049135151	1618168150814	GPS:3;N36.749110;E10.240040;53;49;1.16	STT:A42;0	MGR:55051	ADC:0;13.94;1;49.13;2;3.95	OBD:310582410C166A310D354131195A	FUL1:37759				
*TS1475	866758049135151	1618169150914	GPS:3;N36.749544;E10.240647;50;47;1.11	STT:A42;0	MGR:55128	ADC:0;13.91;1;49.13;2;3.95	OBD:310582410C15E8310D344131195A	FUL1:37781				
*TS1476	866758049135151	1618170151014	GPS:3;N36.750016;E10.241292;59;48;1.11	STT:A42;0	MGR:55209	ADC:0;13.92;1;49.11;2;3.96	OBD:310583410C18FC310D3B4131195A	FUL1:37833				
*TS1477	866758049135151	1618171151114	GPS:3;N36.750505;E10.241956;57;45;1.16	STT:A42;0	MGR:55293	ADC:0;13.79;1;49.13;2;3.95	OBD:310583410C1842310D3A4131195A	FUL1:37862				
*TS1478	866758049135151	1618172151214	GPS:3;N36.751058;E10.242612;61;40;1.11	STT:A42;0	MGR:55381	ADC:0;13.69;1;49.13;2;3.95	OBD:310584410C19C0310D3D4131195A	FUL1:37918				
*TS1479	866758049135151	1618173151314	GPS:3;N36.751545;E10.243082;62;35;1.11	STT:A42;0	MGR:55453	ADC:0;13.82;1;49.31;2;3.95	OBD:310584410C1A32310D3E4131195A	FUL1:37970				
*TS1480	866758049135151	1618174151414	GPS:3;N36.752174;E10.243629;59;35;1.11	STT:A42;0	MGR:55543	ADC:0;13.86;1;49.31;2;3.95	OBD:310584410C1A32310D3E4131195A	FUL1:38022				
*TS1481	866758049135151	1618175151514	GPS:3;N36.752752;E10.244139;56;36;1.16	STT:A42;0	MGR:55625	ADC:0;13.90;1;49.50;2;3.96	OBD:310585410C1784310D384131195A	FUL1:38079				
*TS1482	866758049135151	1618176151614	GPS:3;N36.753085;E10.244468;58;41;1.11	STT:A42;0	MGR:55674	ADC:0;13.93;1;49.11;2;3.96	OBD:310585410C1784310D384131195A	FUL1:38115				
*TS1483	866758049135151	1618177151714	GPS:3;N36.753638;E10.245093;60;42;1.16	STT:A42;0	MGR:55761	ADC:0;13.94;1;49.50;2;3.96	OBD:310585410C1920310D3B4131195A	FUL1:38162				
*TS1484	866758049135151	1618178151814	GPS:3;N36.754204;E10.245742;62;42;1.16	STT:A42;0	MGR:55851	ADC:0;13.86;1;49.50;2;3.96	OBD:310585410C19B6310D3D4131195A	FUL1:38192				
*TS1485	866758049135151	1618179151914	GPS:3;N36.754576;E10.246115;65;34;1.16	STT:A42;0	MGR:55907	ADC:0;13.81;1;49.30;2;3.96	OBD:310585410C1B6A310D414131195A	FUL1:38229				
*TS1486	866758049135151	1618180152014	GPS:3;N36.755281;E10.246668;67;30;1.16	STT:A42;0	MGR:56003	ADC:0;13.77;1;49.50;2;3.96	OBD:310585410C1C60310D434131195A	FUL1:38301				
*TS1487	866758049135151	1618181152114	GPS:3;N36.755871;E10.247059;67;24;1.11	STT:A42;0	MGR:56080	ADC:0;13.82;1;49.68;2;3.96	OBD:310585410C1C60310D434131195A	FUL1:38326				
*TS1488	866758049135151	1618182152214	GPS:3;N36.756356;E10.247294;70;18;1.11	STT:A42;0	MGR:56140	ADC:0;13.80;1;49.68;2;3.96	OBD:310585410C1CFA310D454131195B	FUL1:38365				
*TS1489	866758049135151	1618183152314	GPS:3;N36.757256;E10.247605;75;13;1.16	STT:A42;0	MGR:56249	ADC:0;14.00;1;49.68;2;3.96	OBD:310585410C1F9E310D4B4131195B	FUL1:38424				
*TS1490	866758049135151	1618184152414	GPS:3;N36.758107;E10.247816;64;12;1.11	STT:A42;0	MGR:56351	ADC:0;13.99;1;49.48;2;3.96	OBD:310585410C1D7E310D464131195B	FUL1:38444				
*TS1491	866758049135151	1618185152514	GPS:3;N36.758723;E10.248025;61;17;1.16	STT:A42;0	MGR:56426	ADC:0;13.97;1;49.68;2;3.96	OBD:310585410C1AA4310D3F4131195B	FUL1:38460				
*TS1492	866758049135151	1618186152614	GPS:3;N36.759133;E10.248224;57;23;1.11	STT:A42;0	MGR:56478	ADC:0;13.60;1;49.68;2;3.96	OBD:310585410C17D6310D384131195B	FUL1:38469				
*TS1493	866758049135151	1618187152714	GPS:3;N36.759259;E10.248306;57;29;1.11	STT:A42;0	MGR:56495	ADC:0;13.96;1;49.68;2;3.96	OBD:310585410C17D6310D384131195B	FUL1:38474				
*TS1494	866758049135151	1618188152814	GPS:3;N36.759379;E10.248401;56;34;1.16	STT:A42;0	MGR:56512	ADC:0;14.08;1;49.68;2;3.96	OBD:310585410C17D6310D384131195B	FUL1:38479				
*TS1495	866758049135151	1618189152914	GPS:3;N36.759957;E10.248926;55;35;1.16	STT:A42;0	MGR:56596	ADC:0;13.99;1;49.68;2;3.96	OBD:310584410C181C310D394131195B	FUL1:38499				
*TS1496	866758049135151	1618190153014	GPS:3;N36.760542;E10.249436;58;34;1.16	STT:A42;0	MGR:56679	ADC:0;13.99;1;49.87;2;3.96	OBD:310584410C1864310D3A4131195B	FUL1:38526				
*TS1497	866758049135151	1618191153114	GPS:3;N36.761169;E10.249928;58;29;1.11	STT:A42;0	MGR:56764	ADC:0;13.94;1;49.87;2;3.96	OBD:310584410C192C310D3B4131195B	FUL1:38564				
*TS1498	866758049135151	1618192153214	GPS:3;N36.761830;E10.250364;60;26;1.11	STT:A42;0	MGR:56851	ADC:0;14.00;1;49.87;2;3.96	OBD:310584410C1950310D3C4131195B	FUL1:38607				
*TS1499	866758049135151	1618193153314	GPS:3;N36.762466;E10.250812;58;35;1.11	STT:A42;0	MGR:56937	ADC:0;14.02;1;49.87;2;3.96	OBD:310584410C1844310D394131195B	FUL1:38652				
*TS1500	866758049135151	1618194153414	GPS:3;N36.762687;E10.251031;55;41;1.11	STT:A42;0	MGR:56970	ADC:0;13.89;1;49.87;2;3.96	OBD:310584410C1844310D394131195B	FUL1:38656				
*TS1501	866758049135151	1618195153514	GPS:3;N36.762877;E10.251273;53;48;1.11	STT:A42;0	MGR:57002	ADC:0;14.08;1;49.87;2;3.96	OBD:310584410C1688310D354131195B	FUL1:38660				
*TS1502	866758049135151	1618196153614	GPS:3;N36.763036;E10.251528;51;54;1.11	STT:A42;0	MGR:57032	ADC:0;13.91;1;49.87;2;3.96	OBD:310584410C1688310D354131195B	FUL1:38664				
*TS1503	866758049135151	1618197153714	GPS:3;N36.763416;E10.252245;58;57;1.11	STT:A42;0	MGR:57113	ADC:0;13.89;1;50.05;2;3.97	OBD:310584410C1734310D374131195B	FUL1:38713				
*TS1504	866758049135151	1618198153814	GPS:3;N36.763833;E10.253032;62;56;1.11	STT:A42;0	MGR:57201	ADC:0;13.96;1;50.05;2;3.97	OBD:310584410C19E0310D3D4131195C	FUL1:38752				
*TS1505	866758049135151	1618199153914	GPS:3;N36.764257;E10.253839;61;57;1.11	STT:A42;0	MGR:57291	ADC:0;13.88;1;50.05;2;3.97	OBD:310585410C1A2C310D3E4131195C	FUL1:38775				
*TS1506	866758049135151	1618200154014	GPS:3;N36.764688;E10.254656;65;55;1.11	STT:A42;0	MGR:57382	ADC:0;13.89;1;50.24;2;3.97	OBD:310585410C1A2C310D3E4131195C	FUL1:38823				
*TS1507	866758049135151	1618201154114	GPS:3;N36.765206;E10.255581;76;56;1.11	STT:A42;0	MGR:57487	ADC:0;14.03;1;50.26;2;3.97	OBD:310585410C1F30310D4A4131195C	FUL1:38890				
*TS1508	866758049135151	1618202154214	GPS:3;N36.765743;E10.256629;81;59;1.11	STT:A42;0	MGR:57603	ADC:0;14.05;1;50.05;2;3.97	OBD:310585410C218E310D4F4131195C	FUL1:38940				
*TS1509	866758049135151	1618203154314	GPS:3;N36.766223;E10.257667;67;57;1.11	STT:A42;0	MGR:57717	ADC:0;13.97;1;50.44;2;3.97	OBD:310585410C2198310D4F4131195C	FUL1:38960				
*TS1510	866758049135151	1618204154414	GPS:3;N36.766654;E10.258518;65;57;1.11	STT:A42;0	MGR:57812	ADC:0;14.02;1;50.24;2;3.97	OBD:310584410C1AFA310D404131195C	FUL1:39003				
*TS1511	866758049135151	1618205154514	GPS:3;N36.767101;E10.259396;69;58;1.11	STT:A42;0	MGR:57909	ADC:0;14.11;1;50.24;2;3.97	OBD:310584410C1BBE310D414131195C	FUL1:39072				
*TS1512	866758049135151	1618206154614	GPS:3;N36.767580;E10.260351;75;58;1.11	STT:A42;0	MGR:58015	ADC:0;14.05;1;50.24;2;3.97	OBD:310584410C1E5C310D484131195C	FUL1:39129				
*TS1513	866758049135151	1618207154714	GPS:3;N36.768093;E10.261351;77;57;1.11	STT:A42;0	MGR:58125	ADC:0;14.11;1;50.43;2;3.97	OBD:310584410C2004310D4C4131195C	FUL1:39165				
*TS1514	866758049135151	1618208154814	GPS:3;N36.768649;E10.262412;83;58;1.11	STT:A42;0	MGR:58243	ADC:0;14.06;1;50.43;2;3.97	OBD:310584410C222C310D514131195D	FUL1:39243				
*TS1515	866758049135151	1618209154914	GPS:3;N36.769195;E10.263512;82;56;1.11	STT:A42;0	MGR:58363	ADC:0;14.03;1;50.43;2;3.97	OBD:310584410C22E8310D534131195D	FUL1:39285				
*TS1516	866758049135151	1618210155014	GPS:3;N36.769767;E10.264584;82;56;1.11	STT:A42;0	MGR:58483	ADC:0;14.09;1;50.43;2;3.97	OBD:310584410C22A8310D524131195D	FUL1:39334				
*TS1517	866758049135151	1618211155114	GPS:3;N36.770351;E10.265636;82;53;1.11	STT:A42;0	MGR:58603	ADC:0;14.19;1;50.43;2;3.97	OBD:310584410C228A310D524131195D	FUL1:39384				
*TS1518	866758049135151	1618212155214	GPS:3;N36.770980;E10.266664;83;52;1.11	STT:A42;0	MGR:58723	ADC:0;14.14;1;50.61;2;3.97	OBD:310584410C22E2310D534131195D	FUL1:39446				
*TS1519	866758049135151	1618213155314	GPS:3;N36.771607;E10.267686;82;53;1.11	STT:A42;0	MGR:58843	ADC:0;14.19;1;50.61;2;3.97	OBD:310584410C22E0310D524131195D	FUL1:39494				
*TS1520	866758049135151	1618214155414	GPS:3;N36.772205;E10.268675;76;52;1.47	STT:A42;0	MGR:58960	ADC:0;14.16;1;50.81;2;3.97	OBD:310584410C218A310D4F4131195D	FUL1:39516				
*TS1521	866758049135151	1618215155514	GPS:3;N36.772756;E10.269586;70;53;1.11	STT:A42;0	MGR:59067	ADC:0;14.04;1;50.81;2;3.97	OBD:310584410C1F10310D494131195D	FUL1:39531				
*TS1522	866758049135151	1618216155614	GPS:3;N36.773274;E10.270443;68;53;1.11	STT:A42;0	MGR:59167	ADC:0;14.17;1;50.80;2;3.97	OBD:310584410C1CF6310D444131195D	FUL1:39549				
*TS1523	866758049135151	1618217155714	GPS:3;N36.773753;E10.271259;62;54;1.16	STT:A42;0	MGR:59262	ADC:0;14.22;1;50.80;2;3.98	OBD:310583410C1B7E310D404131195D	FUL1:39564				
*TS1524	866758049135151	1618218155814	GPS:3;N36.774185;E10.271972;51;52;1.16	STT:A42;0	MGR:59346	ADC:0;14.16;1;50.80;2;3.98	OBD:310583410C18C4310D3A4131195E	FUL1:39579				
*TS1525	866758049135151	1618219155914	GPS:3;N36.774537;E10.272528;42;51;1.36	STT:A42;0	MGR:59413	ADC:0;14.09;1;50.81;2;3.98	OBD:310582410C1284310D2B4131195E	FUL1:39590				
*TS1526	866758049135151	1618220156014	GPS:3;N36.774780;E10.272889;32;46;1.36	STT:A42;0	MGR:59458	ADC:0;14.00;1;50.61;2;3.98	OBD:310582410C0FBE310D244131195E	FUL1:39598				
*TS1527	866758049135151	1618221156114	GPS:3;N36.775000;E10.273206;25;48;1.11	STT:A42;0	MGR:59497	ADC:0;14.13;1;50.80;2;3.98	OBD:310582410C0AD4310D184131195E	FUL1:39613				
*TS1528	866758049135151	1618222156214	GPS:3;N36.775089;E10.273325;25;39;1.11	STT:A42;0	MGR:59513	ADC:0;14.11;1;50.80;2;3.98	OBD:310582410C0AD4310D184131195E	FUL1:39627				
*TS1529	866758049135151	1618223156314	GPS:3;N36.775143;E10.273358;23;20;1.11	STT:A42;0	MGR:59520	ADC:0;14.11;1;50.80;2;3.98	OBD:310582410C0AD4310D184131195E	FUL1:39630				
*TS1530	866758049135151	1618224156414	GPS:3;N36.775198;E10.273365;21;357;1.47	STT:A42;0	MGR:59527	ADC:0;14.11;1;50.80;2;3.98	OBD:310582410C0FD2310D174131195E	FUL1:39633				
*TS1531	866758049135151	1618225156514	GPS:3;N36.775242;E10.273354;19;336;1.47	STT:A42;0	MGR:59533	ADC:0;14.03;1;50.80;2;3.98	OBD:310582410C0FD2310D174131195E	FUL1:39636				
*TS1532	866758049135151	1618226156614	GPS:3;N36.775284;E10.273323;18;328;1.47	STT:A42;0	MGR:59539	ADC:0;14.00;1;50.98;2;3.98	OBD:310582410C0FD2310D174131195E	FUL1:39640				
*TS1533	866758049135151	1618227156714	GPS:3;N36.775313;E10.273265;20;307;1.63	STT:A42;0	MGR:59545	ADC:0;14.13;1;50.98;2;3.98	OBD:310582410C0FD2310D174131195E	FUL1:39644				
*TS1534	866758049135151	1618228156814	GPS:3;N36.775315;E10.273191;21;284;4.87	STT:A42;0	MGR:59551	ADC:0;14.13;1;50.80;2;3.98	OBD:310583410C1296310D1B4131195E	FUL1:39648				
*TS1535	866758049135151	1618229156914	GPS:3;N36.775288;E10.273091;28;253;1.67	STT:A42;0	MGR:59558	ADC:0;14.09;1;50.98;2;3.98	OBD:310583410C1296310D1B4131195E	FUL1:39659				
*TS1536	866758049135151	1618230157014	GPS:3;N36.775232;E10.272784;37;266;1.11	STT:A42;0	MGR:59588	ADC:0;14.08;1;51.18;2;3.98	OBD:310583410C1296310D1B4131195E	FUL1:39695				
*TS1537	866758049135151	1618231157114	GPS:3;N36.775233;E10.272527;43;271;1.11	STT:A42;0	MGR:59611	ADC:0;14.13;1;50.98;2;3.98	OBD:310583410C1D08310D2A4131195E	FUL1:39723				
*TS1538	866758049135151	1618232157214	GPS:3;N36.775226;E10.271793;51;267;1.11	STT:A42;0	MGR:59680	ADC:0;14.03;1;50.98;2;3.98	OBD:310584410C1B4E310D334131195E	FUL1:39781				
*TS1539	866758049135151	1618233157314	GPS:3;N36.775174;E10.270950;53;265;1.11	STT:A42;0	MGR:59759	ADC:0;14.11;1;50.80;2;3.98	OBD:310584410C1CBC310D364131195E	FUL1:39829				
*TS1540	866758049135151	1618234157414	GPS:3;N36.775147;E10.270157;49;271;1.11	STT:A42;0	MGR:59834	ADC:0;14.06;1;50.98;2;3.98	OBD:310585410C19C0310D304131195E	FUL1:39846				
*TS1541	866758049135151	1618235157514	GPS:3;N36.775169;E10.269861;47;276;1.11	STT:A42;0	MGR:59862	ADC:0;14.06;1;50.80;2;3.98	OBD:310585410C19C0310D304131195E	FUL1:39852				
*TS1542	866758049135151	1618236157614	GPS:3;N36.775218;E10.269574;46;284;1.11	STT:A42;0	MGR:59890	ADC:0;14.00;1;50.98;2;3.98	OBD:310585410C19C0310D304131195E	FUL1:39858				
*TS1543	866758049135151	1618237157714	GPS:3;N36.775291;E10.269305;42;290;1.11	STT:A42;0	MGR:59917	ADC:0;13.98;1;51.18;2;3.98	OBD:310585410C17CE310D2C4131195E	FUL1:39864				
*TS1544	866758049135151	1618238157814	GPS:3;N36.775397;E10.269021;25;296;1.11	STT:A42;0	MGR:59947	ADC:0;14.00;1;50.98;2;3.98	OBD:310585410C0C2A310D174131195E	FUL1:39873				
*TS1545	866758049135151	1618239157914	GPS:3;N36.775441;E10.268921;14;304;1.11	STT:A42;0	MGR:59963	ADC:0;13.97;1;51.18;2;3.98	OBD:310585410C0C2A310D174131195E	FUL1:39877				
*TS1546	866758049135151	1618240158014	GPS:3;N36.775564;E10.268723;21;307;1.11	STT:A42;0	MGR:59986	ADC:0;14.01;1;51.18;2;3.98	OBD:310584410C125C310D114131195E	FUL1:39913				
*TS1547	866758049135151	1618241158114	GPS:3;N36.775817;E10.268332;36;308;1.15	STT:A42;0	MGR:60031	ADC:0;14.02;1;51.18;2;3.98	OBD:310585410C2186310D244131195E	FUL1:39990				
*TS1548	866758049135151	1618242158214	GPS:3;N36.776127;E10.267820;42;303;1.11	STT:A42;0	MGR:60090	ADC:0;13.95;1;51.18;2;3.98	OBD:310584410C1D1A310D2A4131195E	FUL1:40041				
*TS1549	866758049135151	1618243158314	GPS:3;N36.776370;E10.267349;29;308;1.11	STT:A42;0	MGR:60144	ADC:0;14.12;1;51.18;2;3.99	OBD:310585410C1784310D214131195E	FUL1:40060				
*TS1550	866758049135151	1618244158414	GPS:3;N36.776426;E10.267285;30;320;1.11	STT:A42;0	MGR:60153	ADC:0;14.13;1;50.98;2;3.99	OBD:310585410C1784310D214131195E	FUL1:40064				
*TS1551	866758049135151	1618245158514	GPS:3;N36.776489;E10.267238;30;334;1.11	STT:A42;0	MGR:60162	ADC:0;14.15;1;51.18;2;3.99	OBD:310585410C1784310D214131195E	FUL1:40068				
*TS1552	866758049135151	1618246158614	GPS:3;N36.776560;E10.267212;30;348;1.11	STT:A42;0	MGR:60171	ADC:0;14.07;1;51.18;2;3.99	OBD:310585410C1784310D214131195E	FUL1:40078				
*TS1553	866758049135151	1618247158714	GPS:3;N36.776639;E10.267210;33;1;1.11	STT:A42;0	MGR:60180	ADC:0;14.02;1;51.18;2;3.99	OBD:310585410C17A8310D234131195E	FUL1:40088				
*TS1554	866758049135151	1618248158814	GPS:3;N36.776724;E10.267228;36;11;1.11	STT:A42;0	MGR:60190	ADC:0;14.13;1;50.98;2;3.99	OBD:310585410C17A8310D234131195E	FUL1:40098				
*TS1555	866758049135151	1618249158914	GPS:3;N36.776816;E10.267260;39;16;1.11	STT:A42;0	MGR:60201	ADC:0;14.05;1;51.18;2;3.99	OBD:310585410C17A8310D234131195E	FUL1:40114				
*TS1556	866758049135151	1618250159014	GPS:3;N36.777344;E10.267487;44;17;1.11	STT:A42;0	MGR:60265	ADC:0;14.13;1;50.98;2;3.99	OBD:310585410C1FE8310D2E4131195E	FUL1:40158				
*TS1557	866758049135151	1618251159114	GPS:3;N36.777861;E10.267664;42;13;1.11	STT:A42;0	MGR:60328	ADC:0;14.05;1;51.37;2;3.99	OBD:310585410C1D44310D2A4131195F	FUL1:40178				
